# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
439             	((-2.15111454e-07 2.04098171e-01 -9.80089394e-07) (9.75066725e-09 2.34011323e-03 -4.58161304e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.82617922e-08 -3.65065684e-08 2.74039597e-08) (-1.36286234e-09 -9.69232021e-10 8.25551017e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
440             	((-5.38279820e-07 2.04060528e-01 -7.33031550e-07) (2.35575541e-08 2.33932870e-03 -8.22174327e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.66863656e-08 -3.57757587e-08 4.27368358e-08) (-2.77343218e-09 5.23293848e-10 2.82425941e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
441             	((-9.80969150e-07 2.04025098e-01 -7.14128283e-07) (7.01369322e-08 2.34066848e-03 5.32467321e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.33900120e-08 -3.57469208e-08 6.62313548e-08) (2.35408507e-09 -1.44345143e-10 8.95460808e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
442             	((-7.28272389e-07 2.03971050e-01 -9.55811993e-07) (2.95433096e-08 2.34103300e-03 5.85250408e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.62595747e-08 -3.59963720e-08 4.76429696e-08) (5.94449310e-10 -1.54594087e-09 1.49810683e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
443             	((-5.70718125e-07 2.03915087e-01 -7.94370858e-07) (1.08169878e-08 2.34081091e-03 -8.41919046e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.23608616e-08 -3.48852048e-08 4.20909543e-08) (-2.69182733e-09 -1.69167612e-09 4.32667403e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
444             	((-2.67168519e-07 2.03866869e-01 -7.02424855e-07) (2.23387253e-08 2.34184271e-03 -6.38260555e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.12971873e-08 -3.61006508e-08 3.04431296e-08) (-2.20185706e-09 -2.26283197e-10 -1.79967978e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
445             	((-9.42302211e-08 2.03822981e-01 -8.42788446e-07) (1.14699799e-07 2.34252072e-03 1.74588511e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.07594624e-08 -4.03059068e-08 1.79434009e-08) (9.49369778e-10 1.83426106e-09 -5.94012741e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
446             	((-7.77404339e-08 2.03775551e-01 -9.59956789e-07) (1.78986823e-08 2.34169825e-03 -1.43123556e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.33771737e-08 -3.62769027e-08 1.89001110e-08) (-7.06990092e-12 -2.42390787e-09 3.56672031e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
447             	((-2.09356833e-07 2.03747243e-01 -8.68791906e-07) (5.90445650e-08 2.34322359e-03 -5.72982192e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.34443455e-08 -3.65295985e-08 3.28507320e-08) (-1.81197636e-09 -1.25124836e-09 2.29976348e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
448             	((-2.35427212e-07 2.03714701e-01 -8.46077453e-07) (8.83207436e-08 2.34348317e-03 -4.98591881e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.22539836e-08 -3.72221184e-08 3.18842709e-08) (-1.48525316e-09 2.55524563e-10 -3.03388775e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
449             	((-3.02419957e-07 2.03677221e-01 -7.95552174e-07) (5.71279862e-08 2.34357282e-03 -7.71100039e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.41634066e-08 -3.68360548e-08 3.48133771e-08) (-2.53448200e-09 4.03106872e-10 -4.24588801e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
450             	((-4.23819732e-07 2.03638670e-01 -9.23495396e-07) (3.38508073e-08 2.34394878e-03 2.79543508e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.92184593e-08 -3.26910433e-08 4.15240235e-08) (1.36351415e-09 -1.70911762e-09 -6.36217440e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
451             	((1.23356807e-07 2.03583401e-01 -8.89930247e-07) (3.89737231e-08 2.34472533e-03 8.06959326e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.30643737e-08 -3.20759914e-08 1.41289442e-08) (8.38840939e-10 -1.21830619e-09 -3.92987337e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
452             	((1.98542943e-07 2.03530232e-01 -5.32724836e-07) (3.40091735e-08 2.34437602e-03 -1.13147069e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.67224690e-08 -3.31066367e-08 1.32526398e-08) (-3.79746135e-09 -4.97548782e-10 2.57449638e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
453             	((-1.38229414e-09 2.03486686e-01 -4.05812700e-07) (7.20834899e-08 2.34545056e-03 -3.13015304e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.37301975e-08 -3.47199014e-08 2.65668247e-08) (-8.64548508e-10 2.98990392e-10 7.82986352e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
454             	((1.05019713e-07 2.03445437e-01 -5.09484445e-07) (5.52828403e-08 2.34565176e-03 1.21467796e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.42975350e-08 -3.38757442e-08 1.53681867e-08) (8.36987680e-10 -1.34756548e-09 -2.24048430e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
455             	((2.17304990e-07 2.03401819e-01 -3.81063009e-07) (6.09007564e-08 2.34560798e-03 -3.55446138e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.15418431e-08 -3.41908001e-08 9.26896430e-09) (-8.04533323e-10 -7.23641054e-10 -5.52529758e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
456             	((2.27893784e-07 2.03373790e-01 -2.65738448e-07) (2.82188469e-08 2.34630722e-03 -4.60453253e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.15782427e-08 -3.47332063e-08 1.22484362e-08) (-1.44522892e-09 -7.62296098e-10 -1.32832643e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
457             	((2.62994820e-07 2.03335397e-01 -2.47079869e-07) (2.49923365e-08 2.34719181e-03 -1.47454586e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.15782266e-09 -3.58333304e-08 6.64262206e-09) (-1.40181141e-10 -7.77146863e-10 9.47589943e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
458             	((-1.65869148e-09 2.03291421e-01 -3.03318605e-07) (-2.47319696e-08 2.34618891e-03 -7.21943057e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21613085e-08 -3.05491890e-08 2.02815787e-08) (-2.28866612e-09 -3.95607363e-09 4.22067439e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
459             	((-3.89703981e-07 2.03264339e-01 -2.62034717e-07) (6.11029145e-08 2.34764152e-03 1.79144747e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.13869754e-08 -3.15033815e-08 4.51821767e-08) (9.30404689e-10 -1.05475602e-09 4.41137462e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
460             	((-3.01563748e-07 2.03223126e-01 -4.20877188e-07) (8.49986853e-08 2.34804122e-03 7.11229206e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.23806323e-09 -3.55055845e-08 3.34603144e-08) (3.17287424e-09 7.57858497e-10 -4.00303828e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
461             	((-2.43803706e-07 2.03177931e-01 -4.41699630e-07) (5.92004480e-10 2.34772538e-03 -4.63562319e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22952504e-08 -3.59244955e-08 2.90400123e-08) (-1.30324682e-09 -9.09717319e-10 3.89409079e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
462             	((-3.40723787e-07 2.03134566e-01 -5.74499499e-07) (-4.44702698e-08 2.34824593e-03 -3.50265938e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.78783440e-08 -3.04293203e-08 3.60601764e-08) (-1.01926615e-09 -4.16611959e-09 5.09820704e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
463             	((-1.11402732e-07 2.03093677e-01 -6.01000500e-07) (1.37711316e-09 2.34909287e-03 -7.14904338e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.00318485e-08 -2.96402895e-08 2.45302679e-08) (-2.38169774e-09 -2.60103158e-09 1.92023665e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
464             	((-4.23264857e-07 2.03060380e-01 -4.94945068e-07) (4.01367620e-08 2.34869454e-03 -5.93376362e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.67476932e-08 -3.04709593e-08 4.05545782e-08) (-1.68314312e-09 -5.35624608e-10 6.51990480e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
465             	((-5.64811886e-07 2.03028369e-01 -4.95821786e-07) (3.87360657e-08 2.34976459e-03 -6.45678972e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.10469954e-08 -3.29150899e-08 4.84175748e-08) (-2.37500724e-09 3.57703888e-10 5.95746506e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
466             	((-6.23805542e-07 2.02991115e-01 -6.68254494e-07) (3.81220151e-08 2.34970939e-03 1.13336534e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.72418882e-08 -3.10957082e-08 4.50045193e-08) (4.87374772e-09 -1.85019563e-09 -5.33766203e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
467             	((-4.87328540e-07 2.02936265e-01 -7.48631892e-07) (2.46398287e-08 2.34984117e-03 -8.31707031e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.85608322e-08 -3.10935093e-08 3.89086023e-08) (-2.54691222e-09 1.51284918e-10 5.07139138e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
468             	((-2.21722342e-07 2.02889998e-01 -7.03647504e-07) (8.25321697e-09 2.35031516e-03 -1.36842155e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.14190661e-08 -3.71811717e-08 2.88483235e-08) (-4.95518457e-09 -1.31789454e-09 3.05282941e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
469             	((3.38599069e-08 2.02850674e-01 -7.51817202e-07) (5.47238547e-08 2.35103006e-03 -8.64505861e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.80080374e-08 -3.19975862e-08 1.50608826e-08) (6.85250694e-11 -2.42754738e-09 2.66444629e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
470             	((-1.59435732e-07 2.02819164e-01 -6.16198284e-07) (4.42287711e-09 2.35038143e-03 -6.09385883e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.59285114e-08 -2.65703799e-08 2.58078256e-08) (-1.67779345e-09 -3.16252824e-09 6.02391470e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
471             	((-1.28757218e-07 2.02790782e-01 -5.46301650e-07) (1.57694730e-08 2.35145642e-03 -1.75015526e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.63453215e-08 -2.45403498e-08 3.10111218e-08) (-4.21950889e-10 -2.34053072e-09 6.63742246e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
472             	((3.45682716e-07 2.02748223e-01 -5.09009551e-07) (8.15915888e-08 2.35195749e-03 1.05550041e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.84396170e-09 -2.72737856e-08 3.82506398e-09) (9.91025388e-10 -3.97027392e-10 -2.75466544e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
473             	((4.90523305e-07 2.02704021e-01 -2.67247404e-07) (2.68828237e-08 2.35158780e-03 -1.53557880e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.18444960e-08 -3.03948116e-08 -4.02863120e-10) (-5.47117240e-09 -5.48968925e-10 4.71608446e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
474             	((2.15164269e-07 2.02675398e-01 -1.14574056e-07) (3.16006131e-08 2.35211042e-03 -1.41848469e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.82239968e-09 -2.92629487e-08 1.91968260e-08) (-1.33209889e-10 -1.54166047e-09 4.91063921e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
475             	((1.37176510e-07 2.02636991e-01 -7.51359870e-08) (7.30679236e-08 2.35302541e-03 -2.17009650e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.52599100e-09 -3.14340490e-08 1.88285325e-08) (-2.82082680e-10 -1.31361929e-09 4.21535348e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
476             	((2.21501517e-07 2.02594063e-01 1.03165296e-07) (-2.23131748e-08 2.35223786e-03 -1.14507255e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.53467363e-09 -2.67374250e-08 1.64416848e-08) (-3.79728423e-09 -3.48474802e-09 9.30019133e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
477             	((2.12798985e-07 2.02558549e-01 4.56224028e-09) (5.66450788e-08 2.35337358e-03 -3.69601757e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.42675432e-09 -2.82412097e-08 1.79560108e-08) (-1.13061476e-09 2.46248158e-10 -1.46298098e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
478             	((2.93680323e-07 2.02522622e-01 -1.79723203e-07) (1.01445213e-07 2.35356102e-03 2.04044826e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.95669101e-09 -3.23352978e-08 5.58609033e-09) (1.09972846e-09 2.26937114e-10 -4.37962599e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
479             	((1.16687639e-07 2.02493609e-01 -3.15945310e-07) (7.98369790e-09 2.35331965e-03 -2.49447694e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.66794756e-09 -2.99351982e-08 1.71500643e-08) (-1.72751181e-10 -2.60025955e-09 3.17270136e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
480             	((-1.44207007e-07 2.02464704e-01 -2.12411634e-07) (4.86686916e-08 2.35404881e-03 -1.21549850e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22529928e-08 -2.87918562e-08 3.22338550e-08) (-4.43038892e-09 -9.96577460e-10 3.51077113e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
481             	((-2.74120732e-07 2.02433552e-01 -2.81125769e-07) (7.96284826e-08 2.35442748e-03 8.23575037e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.47671224e-09 -2.91020573e-08 3.57621301e-08) (8.48439150e-10 2.18078475e-10 3.52145316e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
482             	((-2.34562602e-07 2.02380064e-01 -2.87929262e-07) (-5.48036957e-09 2.35381014e-03 -4.36581002e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.06769761e-08 -2.62168767e-08 3.37583416e-08) (-1.18044738e-09 -2.88265334e-09 3.66699435e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
483             	((-1.88215619e-07 2.02336597e-01 -4.48183879e-07) (7.20860575e-09 2.35499839e-03 2.65147978e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.01181846e-08 -2.42751843e-08 3.26967874e-08) (1.43013039e-09 -2.87707963e-09 5.37394726e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
484             	((2.16666338e-07 2.02296730e-01 -3.92113039e-07) (9.00312188e-08 2.35518854e-03 -8.22479232e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25528369e-08 -2.73976881e-08 -5.50086465e-09) (-3.20244430e-09 1.13985053e-09 2.44816721e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
485             	((-1.73191798e-08 2.02256850e-01 -3.81284978e-07) (7.46241797e-08 2.35494888e-03 -6.03881572e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.16483093e-08 -2.96408050e-08 1.24117350e-08) (-1.89562494e-09 -2.47624588e-11 4.18865306e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
486             	((-3.03407568e-07 2.02230444e-01 -2.44833665e-07) (9.05089181e-09 2.35516526e-03 -3.33824310e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.56436833e-09 -2.64666505e-08 3.84408652e-08) (-1.02951469e-09 -2.61218794e-09 2.66408871e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
487             	((-3.58798965e-07 2.02205962e-01 -2.62064470e-07) (-1.27609394e-08 2.35608910e-03 -4.75483764e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.53369918e-09 -2.50100334e-08 4.17873593e-08) (-1.32182365e-09 -2.77919481e-09 7.43645504e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
488             	((-4.78433362e-07 2.02173687e-01 -7.22837396e-08) (-3.48886392e-08 2.35554737e-03 -1.12570916e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.79989141e-09 -2.22836801e-08 5.11429515e-08) (-4.08605473e-09 -2.84222147e-09 6.78746259e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
489             	((-4.38413344e-07 2.02144542e-01 -1.47481651e-07) (1.48961268e-07 2.35649323e-03 -2.04270100e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.66977858e-09 -2.34175510e-08 5.00049064e-08) (-6.38981487e-10 -2.71197240e-10 -9.47928642e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
490             	((-3.12134362e-07 2.02112088e-01 -2.16610316e-07) (2.90804633e-08 2.35663782e-03 3.95501561e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.32821080e-09 -2.57497592e-08 3.55231332e-08) (1.77144376e-09 -5.84609274e-10 6.97804235e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
491             	((4.08272542e-07 2.02059058e-01 -2.05965284e-07) (-6.18112133e-08 2.35634207e-03 -3.06800336e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.92509933e-09 -2.24711069e-08 6.38214384e-09) (-5.25904942e-10 -3.03413503e-09 5.41815384e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
492             	((5.12453723e-07 2.02014091e-01 4.40270504e-08) (4.94600069e-08 2.35678783e-03 -9.09047536e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.36861051e-09 -2.40860668e-08 9.37988028e-09) (-3.49556903e-09 -3.63273086e-11 3.37503530e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
493             	((8.08031323e-07 2.01978468e-01 1.13405020e-08) (4.91013518e-08 2.35732848e-03 -2.71897180e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.66276610e-10 -2.65835168e-08 -8.54471721e-09) (-4.60365893e-10 6.49178201e-10 5.19278129e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
494             	((9.95848501e-07 2.01940166e-01 1.13994523e-07) (-3.14995488e-08 2.35676377e-03 -2.62106728e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.30575026e-09 -2.42831300e-08 -1.64596117e-08) (-2.91563569e-10 -2.49188145e-09 5.77022551e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
495             	((9.09912505e-07 2.01920193e-01 8.84049037e-08) (5.62912050e-08 2.35795740e-03 -2.07715610e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.29565839e-09 -2.23416562e-08 -9.48435044e-09) (-3.81816470e-10 -2.22697404e-09 -2.88790611e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
496             	((6.92252444e-07 2.01897389e-01 1.36313394e-07) (6.80982584e-08 2.35804420e-03 -7.37338124e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.40984663e-10 -2.23845631e-08 -6.41510297e-09) (-2.64876042e-09 -1.43846969e-10 3.66285331e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
497             	((3.71675003e-07 2.01867986e-01 1.71156779e-07) (3.09871876e-08 2.35770431e-03 -6.98204693e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.91698525e-10 -2.25599265e-08 9.07721192e-09) (-2.01086644e-09 -6.41587053e-10 5.75759118e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
498             	((1.37376471e-07 2.01826132e-01 9.82449866e-08) (9.34044253e-08 2.35815080e-03 -1.37439590e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.07757623e-09 -2.23710459e-08 1.76190322e-08) (-1.39339919e-10 -9.99818186e-10 -3.29782909e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
499             	((1.99017625e-08 2.01790432e-01 -2.34579442e-08) (5.17147848e-08 2.35886845e-03 -3.15988117e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.93280350e-09 -2.20404339e-08 1.56290435e-08) (-6.83278532e-10 -1.32658083e-09 1.22913403e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
500             	((-3.67140907e-07 2.01749702e-01 1.60029422e-07) (6.60832119e-08 2.35812130e-03 -1.45423762e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.31677142e-09 -2.21949857e-08 3.40807121e-08) (-5.39338032e-09 1.86473735e-10 7.06742177e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
501             	((-4.24275070e-07 2.01726921e-01 4.57085871e-08) (1.09265925e-07 2.35920307e-03 3.50590463e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.56437374e-09 -2.07690644e-08 3.96140640e-08) (1.89447613e-09 -4.59977338e-10 -8.35727031e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
502             	((-6.19143679e-07 2.01700415e-01 1.45781850e-07) (1.03255401e-07 2.35914199e-03 -4.53567332e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39828261e-09 -2.29457859e-08 4.33142559e-08) (-1.37032205e-09 7.27077120e-10 4.14559455e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
503             	((-3.40850491e-07 2.01656784e-01 6.34620832e-08) (-6.03579902e-08 2.35908333e-03 1.14910657e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.01913929e-09 -1.79542762e-08 3.42247938e-08) (1.13059309e-09 -4.70237425e-09 2.05061308e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
504             	((-3.09243733e-07 2.01629252e-01 2.55198088e-07) (5.54143340e-08 2.35950198e-03 -6.44787044e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.12068384e-09 -1.47463288e-08 3.67975545e-08) (-2.42522333e-09 -2.42696359e-09 -9.73551629e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
505             	((-4.53814153e-07 2.01601716e-01 2.10976583e-07) (1.18028900e-07 2.35989488e-03 -8.75511024e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.83119164e-10 -2.06962935e-08 4.15054078e-08) (-2.96148284e-09 1.62279219e-09 8.18374940e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
506             	((-4.02508660e-07 2.01565129e-01 3.01366289e-07) (2.77268020e-08 2.35916307e-03 -1.42212533e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.25324645e-09 -2.08663782e-08 4.24908610e-08) (1.74305068e-11 -1.08337330e-09 6.01091131e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
507             	((1.79987783e-07 2.01522041e-01 1.84754036e-07) (1.17526858e-07 2.36051716e-03 2.32721594e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.75727289e-09 -2.37712546e-08 1.79215593e-08) (1.15763326e-09 -7.26739868e-10 -2.81472644e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
